1,9684,10.0
1,9090,8.8345
1,9652,8.5681
1,9574,8.5268
1,9281,8.3086
1,9891,7.9585
1,7844,7.8869
1,6171,7.8849
1,9198,7.8426
1,8446,7.813
1,5690,7.6254
1,6850,7.577
1,9584,7.5094
1,9591,7.5094
1,9616,7.4181
1,9665,7.3609
1,5493,7.2538
1,6567,7.2466
1,6915,7.2007
1,5023,7.1685
1,7853,7.1685
1,7732,7.1407
1,8871,7.0509
1,8124,6.9089
1,6602,6.8679
1,7353,6.793
1,8564,6.5902
1,8419,6.538
1,7735,6.4825
1,7730,6.4531
1,9069,6.3426
1,8179,6.3088
1,7745,6.3063
1,9156,6.1511
1,9394,6.1511
1,9625,6.1511
1,5936,6.1399
1,9961,6.1399
1,5014,6.0636
1,6675,6.0492
1,7811,6.0492
1,7980,5.9451
1,7553,5.8406
1,6473,5.8216
1,7771,5.7773
1,8270,5.7773
1,5660,5.7007
1,8375,5.7007
1,5368,5.6669
1,9530,5.6669
1,7925,5.6318
1,8170,5.5826
1,6927,5.5762
1,5019,5.5594
1,6470,5.5447
1,7821,5.5205
1,6182,5.4442
1,6894,5.4073
1,9572,5.4073
1,10034,5.3696
1,6848,5.3253
1,6640,5.2914
1,9478,5.2287
1,6050,5.22
1,7879,5.1874
1,5687,5.1797
1,7183,5.1797
1,9595,5.1797
1,7909,5.1354
1,5169,5.1242
1,6381,5.1242
1,7598,5.1242
1,8922,5.1242
1,6484,5.1032
1,6907,5.1032
1,9247,5.1032
1,9371,5.1032
1,9487,5.1032
1,9860,5.1032
1,5776,5.0685
1,7965,5.0685
1,9192,5.0685
1,5825,5.0667
1,6964,4.9921
1,7151,4.9921
1,8741,4.9899
1,7142,4.9229
1,8326,4.9229
1,9499,4.9229
1,9853,4.9229
1,6308,4.9176
1,6601,4.9176
1,9076,4.9176
1,5506,4.9028
1,6342,4.8023
1,8370,4.8023
1,5101,4.7767
1,6967,4.7767
1,7532,4.7767
1,5807,4.7353
1,7206,4.7353
1,7396,4.7353
1,8684,4.7353
1,6006,4.7277
1,5350,4.6834
1,5698,4.6834
1,6300,4.6834
1,6471,4.6834
1,6849,4.6834
1,5697,4.6512
1,5954,4.6512
1,6971,4.6512
1,7230,4.6512
1,8193,4.6512
1,8716,4.6512
1,9315,4.6512
1,5095,4.6495
1,5229,4.6495
1,5464,4.6495
1,5625,4.6495
1,6410,4.6495
1,6780,4.6495
1,7715,4.6495
1,8187,4.6495
1,8545,4.6495
1,8740,4.6495
1,9071,4.6495
1,8856,4.5379
1,9079,4.5379
1,5495,4.4762
1,7872,4.4762
1,8860,4.4762
1,5569,4.4709
1,6521,4.4709
1,6578,4.4709
1,7623,4.4709
1,8276,4.4709
1,9327,4.4709
1,9484,4.4709
1,9589,4.4709
1,5663,4.3503
