3,5019
3,5023
3,5115
3,5145
3,5158
3,5169
3,5174
3,5323
3,5350
3,5387
3,5390
3,5400
3,5483
3,5493
3,5506
3,5585
3,5660
3,5663
3,5664
3,5672
3,5686
3,5687
3,5690
3,5697
3,5698
3,5730
3,5825
3,5829
3,5901
3,5906
3,5907
3,5937
3,5954
3,5957
3,6006
3,6108
3,6133
3,6171
3,6182
3,6183
3,6299
3,6300
3,6308
3,6310
3,6342
3,6381
3,6460
3,6470
3,6471
3,6473
3,6484
3,6511
3,6512
3,6567
3,6601
3,6796
3,6848
3,6849
3,6850
3,6870
3,6871
3,6907
3,6915
3,6916
3,6927
3,6937
3,6964
3,6965
3,6971
3,7027
3,7151
3,7163
3,7175
3,7183
3,7230
3,7335
3,7353
3,7386
3,7387
3,7407
3,7460
3,7533
3,7553
3,7598
3,7730
3,7732
3,7735
3,7745
3,7771
3,7789
3,7810
3,7842
3,7844
3,7853
3,7876
3,7884
3,7907
3,7909
3,7925
3,7953
3,7964
3,7987
3,7991
3,8002
3,8019
3,8058
3,8124
3,8162
3,8193
3,8270
3,8320
3,8370
3,8374
3,8375
3,8416
3,8419
3,8446
3,8485
3,8504
3,8564
3,8605
3,8606
3,8678
3,8710
3,8716
3,8741
3,8856
3,8922
3,8925
3,8980
3,8988
3,9050
3,9069
3,9075
3,9076
3,9078
3,9079
3,9090
3,9156
3,9161
3,9180
3,9198
3,9209
3,9247
3,9281
3,9315
3,9322
3,9323
3,9371
3,9394
3,9415
3,9487
3,9545
3,9574
3,9579
3,9582
3,9584
3,9591
3,9593
3,9595
3,9616
3,9625
3,9648
3,9652
3,9665
3,9684
3,9698
3,9779
3,9821
3,9860
3,9869
3,9891
3,9968
3,10025
3,10034
