1,5016
1,5130
1,5239
1,5247
1,5262
1,5263
1,5297
1,5396
1,5445
1,5448
1,5452
1,5460
1,5467
1,5470
1,5477
1,5547
1,5590
1,5716
1,5727
1,5833
1,5943
1,6359
1,6404
1,6438
1,6445
1,6448
1,6451
1,6468
1,6473
1,6475
1,6560
1,6638
1,6640
1,6660
1,6770
1,6796
1,6836
1,6914
1,6975
1,6987
1,7181
1,7292
1,7343
1,7365
1,7460
1,7472
1,7529
1,7560
1,7569
1,7620
1,7662
1,7664
1,7679
1,7683
1,7687
1,7688
1,7691
1,7720
1,7846
1,7875
1,8019
1,8049
1,8080
1,8184
1,8185
1,8234
1,8321
1,8332
1,8679
1,8732
1,8792
1,8914
1,8955
1,9025
1,9029
1,9036
1,9038
1,9048
1,9060
1,9062
1,9063
1,9082
1,9091
1,9186
1,9275
1,9278
1,9390
1,9441
1,9589
1,9612
1,9636
1,9739
1,9745
1,9819
1,9822
1,9827
1,9969
1,10035
