16,8419,10.0
16,8564,10.0
16,6850,9.2201
16,6182,8.121
16,6473,8.121
16,7732,8.121
16,8270,8.121
16,10034,8.121
16,5506,6.242
16,6342,6.242
16,6470,6.242
16,6484,6.242
16,6567,6.242
16,6796,6.242
16,6848,6.242
16,6849,6.242
16,7335,6.242
16,7533,6.242
16,7730,6.242
16,7735,6.242
16,7876,6.242
16,7907,6.242
16,7925,6.242
16,7964,6.242
16,8370,6.242
16,8856,6.242
16,8925,6.242
16,9079,6.242
16,9247,6.242
16,9371,6.242
16,9487,6.242
16,9616,6.242
16,9684,6.242
16,9891,6.242
17,6850,10.0
17,8419,9.3733
17,8564,9.3733
17,6473,9.2192
17,6567,9.2192
17,7732,9.0516
17,8270,9.0516
17,9069,8.6652
17,9684,8.6652
17,5493,8.1813
17,7745,7.8844
17,9616,7.8844
17,6182,7.5333
17,7925,7.5333
17,8375,7.5333
17,5506,7.1036
17,6342,7.1036
17,6470,7.1036
17,9079,7.1036
17,9247,7.1036
17,9371,7.1036
17,10034,7.1036
17,5019,6.5496
17,5169,6.5496
17,5957,6.5496
17,6484,6.5496
17,7151,6.5496
17,7909,6.5496
17,8741,6.5496
17,8856,6.5496
17,9198,6.5496
17,9487,6.5496
17,9891,6.5496
17,5660,5.7688
17,6300,5.7688
17,6471,5.7688
17,6848,5.7688
17,6849,5.7688
17,7460,5.7688
17,7553,5.7688
17,7730,5.7688
17,7771,5.7688
17,7964,5.7688
17,8370,5.7688
17,9090,5.7688
17,9779,5.7688
17,9821,5.7688
17,5145,4.4341
17,5174,4.4341
17,5483,4.4341
17,5585,4.4341
17,5672,4.4341
17,5687,4.4341
17,5697,4.4341
17,5730,4.4341
17,5825,4.4341
17,5906,4.4341
17,5907,4.4341
17,6183,4.4341
17,6381,4.4341
17,6601,4.4341
17,6796,4.4341
17,6870,4.4341
17,6871,4.4341
17,6927,4.4341
17,6965,4.4341
17,7183,4.4341
17,7230,4.4341
17,7335,4.4341
17,7353,4.4341
17,7387,4.4341
17,7533,4.4341
17,7598,4.4341
17,7735,4.4341
17,7810,4.4341
17,7876,4.4341
17,7884,4.4341
17,7907,4.4341
17,8162,4.4341
17,8716,4.4341
17,8922,4.4341
17,8925,4.4341
17,9075,4.4341
17,9076,4.4341
17,9161,4.4341
17,9209,4.4341
17,9315,4.4341
17,9574,4.4341
17,9584,4.4341
17,9591,4.4341
17,9595,4.4341
17,9625,4.4341
17,9652,4.4341
17,9665,4.4341
18,8939,10.0
18,8778,9.62
18,6078,8.0645
18,8855,7.7606
18,9229,7.5283
18,6422,6.7962
18,7207,6.7962
18,8646,6.7962
18,9625,6.3679
18,6096,5.6358
18,6879,5.6358
18,8282,5.6358
19,6901,10.0
20,5649,10.0
20,6860,10.0
20,6998,10.0
20,9405,10.0
20,5076,7.6862
20,5125,7.6862
20,5303,7.6862
20,5324,7.6862
20,5369,7.6862
20,5381,7.6862
20,5413,7.6862
20,5486,7.6862
20,5487,7.6862
20,5488,7.6862
20,5646,7.6862
20,5729,7.6862
20,5755,7.6862
20,5837,7.6862
20,5855,7.6862
20,5878,7.6862
20,5950,7.6862
20,5976,7.6862
20,5988,7.6862
20,6106,7.6862
20,6193,7.6862
20,6328,7.6862
20,6386,7.6862
20,6411,7.6862
20,6462,7.6862
20,6463,7.6862
20,6464,7.6862
20,6465,7.6862
20,6472,7.6862
20,6865,7.6862
20,6909,7.6862
20,6959,7.6862
20,6991,7.6862
20,7002,7.6862
20,7006,7.6862
20,7307,7.6862
20,7350,7.6862
20,7435,7.6862
20,7461,7.6862
20,7472,7.6862
20,7596,7.6862
20,7644,7.6862
20,7721,7.6862
20,7722,7.6862
20,7723,7.6862
20,7724,7.6862
20,7753,7.6862
20,7774,7.6862
20,7808,7.6862
20,7882,7.6862
20,8057,7.6862
20,8068,7.6862
20,8137,7.6862
20,8328,7.6862
20,8470,7.6862
20,8595,7.6862
20,8611,7.6862
20,8664,7.6862
20,8766,7.6862
20,8965,7.6862
20,8976,7.6862
20,8977,7.6862
20,9068,7.6862
20,9069,7.6862
20,9070,7.6862
20,9116,7.6862
20,9120,7.6862
20,9260,7.6862
20,9548,7.6862
20,9681,7.6862
20,9767,7.6862
20,9790,7.6862
20,9863,7.6862
21,8091,10.0
21,8573,8.7338
21,5000,8.1279
21,5995,8.1279
21,9150,8.1279
21,9391,8.1279
21,7748,7.9368
21,5505,7.5862
21,9082,7.5862
21,5378,7.2831
21,8971,7.2831
21,9662,7.2831
21,5562,7.092
21,6557,7.092
21,6780,7.092
21,7033,7.092
21,7746,7.092
21,9871,7.092
21,5793,6.2473
21,6378,6.2473
21,7011,6.2473
21,7603,6.2473
21,7610,6.2473
21,7825,6.2473
21,8082,6.2473
21,8340,6.2473
22,6474,10.0
22,7746,10.0
22,9391,10.0
22,5000,9.2201
22,7603,9.2201
22,8340,9.2201
22,9099,9.2201
22,5515,8.121
22,5562,8.121
22,5793,8.121
22,6780,8.121
22,5378,6.242
22,5505,6.242
22,5995,6.242
22,6106,6.242
22,6378,6.242
22,6557,6.242
22,6778,6.242
22,7011,6.242
22,7825,6.242
22,8082,6.242
22,8573,6.242
22,8971,6.242
22,9082,6.242
22,9150,6.242
22,9662,6.242
22,9937,6.242
23,5000,10.0
23,5001,10.0
23,5002,10.0
23,5003,10.0
23,5004,10.0
23,5005,10.0
23,5006,10.0
23,5007,10.0
23,5008,10.0
23,5009,10.0
23,5010,10.0
23,5011,10.0
23,5012,10.0
23,5013,10.0
23,5014,10.0
23,5015,10.0
23,5017,10.0
23,5018,10.0
23,5019,10.0
23,5020,10.0
23,5021,10.0
23,5022,10.0
23,5023,10.0
23,5024,10.0
23,5025,10.0
23,5026,10.0
